Time(Hours);EntityID;ObjectName;ProcessID;StepName;Action
0.0143983933065937;DefaultEntity.213;Output@Source1;1.OnExited;[End];Process 'Output@Source1.OnExited' execution ended.
0.0155832898024549;--;--;--;--;Firing event 'Source1.EntityArrivals.Event'.
0.0155832898024549;--;--;--;--;Time until next event of timer 'Source1.EntityArrivals' is '0.0124382240167496' Hours.
0.0155832898024549;Source1;Source1;1.OnEntityArrival;[Begin];Process 'Source1.OnEntityArrival' execution started.
0.0155832898024549;Source1;Source1;1.OnEntityArrival;[Create] Entities;Creating '1' new object(s) of entity type 'DefaultEntity'.
0.0155832898024549;Source1;Source1;1.OnEntityArrival;[Create] Entities;Created object 'DefaultEntity.214'.
0.0155832898024549;DefaultEntity.214;Source1;0.OnEntityArrival;[Transfer] ToProcessing;Entity 'DefaultEntity.214' transferring from '[FreeSpace] Source1' into station 'Source1.Processing'.
0.0155832898024549;Source1;Source1;1.OnEntityArrival;[End];Process 'Source1.OnEntityArrival' execution ended.
0.0155832898024549;DefaultEntity.214;Source1;3.OnEnteredProcessing;[Begin];Process 'Source1.OnEnteredProcessing' execution started.
0.0155832898024549;DefaultEntity.214;Source1;3.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'DefaultEntity.214' ending transfer into station 'Source1.Processing'.
0.0155832898024549;DefaultEntity.214;Source1;3.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'DefaultEntity.214' transferring from '[Station] Source1.Processing' into station 'Source1.OutputBuffer'.
0.0155832898024549;DefaultEntity.214;Source1;0.OnEntityArrival;[End];Process 'Source1.OnEntityArrival' execution ended.
0.0155832898024549;DefaultEntity.214;Source1;1.OnEnteredOutputBuffer;[Begin];Process 'Source1.OnEnteredOutputBuffer' execution started.
0.0155832898024549;DefaultEntity.214;Source1;1.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'DefaultEntity.214' ending transfer into station 'Source1.OutputBuffer'.
0.0155832898024549;DefaultEntity.214;Source1;1.OnEnteredOutputBuffer;[Assign] BeforeExitingAssignments;Assigning state variable 'DefaultEntity.214.Priority' the value '1'. Previous value was '1'.
0.0155832898024549;DefaultEntity.214;Source1;1.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'DefaultEntity.214' transferring from '[Station] Source1.OutputBuffer' into node 'Output@Source1'.
0.0155832898024549;DefaultEntity.214;Output@Source1;0.OnEnteredFromAssociatedObject;[Begin];Process 'Output@Source1.OnEnteredFromAssociatedObject' execution started.
0.0155832898024549;DefaultEntity.214;Output@Source1;0.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@Source1.Entered'.
0.0155832898024549;DefaultEntity.214;Output@Source1;0.OnEnteredFromAssociatedObject;[Execute] EnteredAddOnProcess;Executing process 'cambioImagen'.
0.0155832898024549;DefaultEntity.214;Model;2.cambioImagen;[Begin];Process 'cambioImagen' execution started.
0.0155832898024549;DefaultEntity.214;Model;2.cambioImagen;[Assign] Assign1;Assigning state variable 'DefaultEntity.214.Picture' the value '1'. Previous value was '0'.
0.0155832898024549;DefaultEntity.214;Model;2.cambioImagen;[End];Process 'cambioImagen' execution ended.
0.0155832898024549;DefaultEntity.214;Output@Source1;0.OnEnteredFromAssociatedObject;[Transfer] ToOutboundLink;Entity 'DefaultEntity.214' transferring from '[Node] Output@Source1' onto link 'Path19'.
0.0155832898024549;DefaultEntity.214;Path19;2.OnEntered;[Begin];Process 'Path19.OnEntered' execution started.
0.0155832898024549;DefaultEntity.214;Path19;2.OnEntered;[Assign] EntityMovementRate;Assigning state variable 'DefaultEntity.214.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0.0155832898024549;DefaultEntity.214;Path19;2.OnEntered;[End];Process 'Path19.OnEntered' execution ended.
0.0155832898024549;DefaultEntity.214;Source1;3.OnEnteredProcessing;[End];Process 'Source1.OnEnteredProcessing' execution ended.
0.0160143618421337;DefaultEntity.214;Output@Source1;3.OnExited;[Begin];Process 'Output@Source1.OnExited' execution started.
0.0160143618421337;DefaultEntity.214;Output@Source1;3.OnExited;[Fire] ExitedEvent;Firing event 'Output@Source1.Exited'.
0.0160143618421337;DefaultEntity.214;Output@Source1;3.OnExited;[End];Process 'Output@Source1.OnExited' execution ended.
0.0160143618421337;DefaultEntity.214;Path19;3.OnTrailingEdgeEntered;[Begin];Process 'Path19.OnTrailingEdgeEntered' execution started.
0.0160143618421337;DefaultEntity.214;Path19;3.OnTrailingEdgeEntered;[EndTransfer] OntoPath;Entity 'DefaultEntity.214' ending transfer onto link 'Path19'.
0.0160143618421337;DefaultEntity.214;Path19;3.OnTrailingEdgeEntered;[End];Process 'Path19.OnTrailingEdgeEntered' execution ended.
0.0160143618421337;DefaultEntity.214;Source1;1.OnEnteredOutputBuffer;[End];Process 'Source1.OnEnteredOutputBuffer' execution ended.
0.0160143618421337;DefaultEntity.214;Output@Source1;0.OnEnteredFromAssociatedObject;[End];Process 'Output@Source1.OnEnteredFromAssociatedObject' execution ended.
0.0280215138192045;--;--;--;--;Firing event 'Source1.EntityArrivals.Event'.
0.0280215138192045;--;--;--;--;Time until next event of timer 'Source1.EntityArrivals' is '0.0012092403018909' Hours.
0.0280215138192045;Source1;Source1;0.OnEntityArrival;[Begin];Process 'Source1.OnEntityArrival' execution started.
0.0280215138192045;Source1;Source1;0.OnEntityArrival;[Create] Entities;Creating '1' new object(s) of entity type 'DefaultEntity'.
0.0280215138192045;Source1;Source1;0.OnEntityArrival;[Create] Entities;Created object 'DefaultEntity.215'.
0.0280215138192045;DefaultEntity.215;Source1;1.OnEntityArrival;[Transfer] ToProcessing;Entity 'DefaultEntity.215' transferring from '[FreeSpace] Source1' into station 'Source1.Processing'.
0.0280215138192045;Source1;Source1;0.OnEntityArrival;[End];Process 'Source1.OnEntityArrival' execution ended.
0.0280215138192045;DefaultEntity.215;Source1;3.OnEnteredProcessing;[Begin];Process 'Source1.OnEnteredProcessing' execution started.
0.0280215138192045;DefaultEntity.215;Source1;3.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'DefaultEntity.215' ending transfer into station 'Source1.Processing'.
0.0280215138192045;DefaultEntity.215;Source1;3.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'DefaultEntity.215' transferring from '[Station] Source1.Processing' into station 'Source1.OutputBuffer'.
0.0280215138192045;DefaultEntity.215;Source1;1.OnEntityArrival;[End];Process 'Source1.OnEntityArrival' execution ended.
0.0280215138192045;DefaultEntity.215;Source1;0.OnEnteredOutputBuffer;[Begin];Process 'Source1.OnEnteredOutputBuffer' execution started.
0.0280215138192045;DefaultEntity.215;Source1;0.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'DefaultEntity.215' ending transfer into station 'Source1.OutputBuffer'.
0.0280215138192045;DefaultEntity.215;Source1;0.OnEnteredOutputBuffer;[Assign] BeforeExitingAssignments;Assigning state variable 'DefaultEntity.215.Priority' the value '0'. Previous value was '1'.
0.0280215138192045;DefaultEntity.215;Source1;0.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'DefaultEntity.215' transferring from '[Station] Source1.OutputBuffer' into node 'Output@Source1'.
0.0280215138192045;DefaultEntity.215;Output@Source1;1.OnEnteredFromAssociatedObject;[Begin];Process 'Output@Source1.OnEnteredFromAssociatedObject' execution started.
0.0280215138192045;DefaultEntity.215;Output@Source1;1.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@Source1.Entered'.
0.0280215138192045;DefaultEntity.215;Output@Source1;1.OnEnteredFromAssociatedObject;[Execute] EnteredAddOnProcess;Executing process 'cambioImagen'.
0.0280215138192045;DefaultEntity.215;Model;2.cambioImagen;[Begin];Process 'cambioImagen' execution started.
0.0280215138192045;DefaultEntity.215;Model;2.cambioImagen;[Assign] Assign1;Assigning state variable 'DefaultEntity.215.Picture' the value '0'. Previous value was '0'.
0.0280215138192045;DefaultEntity.215;Model;2.cambioImagen;[End];Process 'cambioImagen' execution ended.
0.0280215138192045;DefaultEntity.215;Output@Source1;1.OnEnteredFromAssociatedObject;[Transfer] ToOutboundLink;Entity 'DefaultEntity.215' transferring from '[Node] Output@Source1' onto link 'Path21'.
0.0280215138192045;DefaultEntity.215;Path21;2.OnEntered;[Begin];Process 'Path21.OnEntered' execution started.
0.0280215138192045;DefaultEntity.215;Path21;2.OnEntered;[Assign] EntityMovementRate;Assigning state variable 'DefaultEntity.215.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0.0280215138192045;DefaultEntity.215;Path21;2.OnEntered;[End];Process 'Path21.OnEntered' execution ended.
0.0280215138192045;DefaultEntity.215;Source1;3.OnEnteredProcessing;[End];Process 'Source1.OnEnteredProcessing' execution ended.
0.0283549257743389;DefaultEntity.215;Output@Source1;3.OnExited;[Begin];Process 'Output@Source1.OnExited' execution started.
0.0283549257743389;DefaultEntity.215;Output@Source1;3.OnExited;[Fire] ExitedEvent;Firing event 'Output@Source1.Exited'.
0.0283549257743389;DefaultEntity.215;Output@Source1;3.OnExited;[End];Process 'Output@Source1.OnExited' execution ended.
0.0283549257743389;DefaultEntity.215;Path21;3.OnTrailingEdgeEntered;[Begin];Process 'Path21.OnTrailingEdgeEntered' execution started.
0.0283549257743389;DefaultEntity.215;Path21;3.OnTrailingEdgeEntered;[EndTransfer] OntoPath;Entity 'DefaultEntity.215' ending transfer onto link 'Path21'.
0.0283549257743389;DefaultEntity.215;Path21;3.OnTrailingEdgeEntered;[End];Process 'Path21.OnTrailingEdgeEntered' execution ended.
0.0283549257743389;DefaultEntity.215;Source1;0.OnEnteredOutputBuffer;[End];Process 'Source1.OnEnteredOutputBuffer' execution ended.
0.0283549257743389;DefaultEntity.215;Output@Source1;1.OnEnteredFromAssociatedObject;[End];Process 'Output@Source1.OnEnteredFromAssociatedObject' execution ended.
0.0292307541210954;--;--;--;--;Firing event 'Source1.EntityArrivals.Event'.
0.0292307541210954;--;--;--;--;Time until next event of timer 'Source1.EntityArrivals' is '0.00775467350810127' Hours.
0.0292307541210954;Source1;Source1;1.OnEntityArrival;[Begin];Process 'Source1.OnEntityArrival' execution started.
0.0292307541210954;Source1;Source1;1.OnEntityArrival;[Create] Entities;Creating '1' new object(s) of entity type 'DefaultEntity'.
0.0292307541210954;Source1;Source1;1.OnEntityArrival;[Create] Entities;Created object 'DefaultEntity.216'.
0.0292307541210954;DefaultEntity.216;Source1;0.OnEntityArrival;[Transfer] ToProcessing;Entity 'DefaultEntity.216' transferring from '[FreeSpace] Source1' into station 'Source1.Processing'.
0.0292307541210954;Source1;Source1;1.OnEntityArrival;[End];Process 'Source1.OnEntityArrival' execution ended.
0.0292307541210954;DefaultEntity.216;Source1;3.OnEnteredProcessing;[Begin];Process 'Source1.OnEnteredProcessing' execution started.
0.0292307541210954;DefaultEntity.216;Source1;3.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'DefaultEntity.216' ending transfer into station 'Source1.Processing'.
0.0292307541210954;DefaultEntity.216;Source1;3.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'DefaultEntity.216' transferring from '[Station] Source1.Processing' into station 'Source1.OutputBuffer'.
0.0292307541210954;DefaultEntity.216;Source1;0.OnEntityArrival;[End];Process 'Source1.OnEntityArrival' execution ended.
0.0292307541210954;DefaultEntity.216;Source1;1.OnEnteredOutputBuffer;[Begin];Process 'Source1.OnEnteredOutputBuffer' execution started.
0.0292307541210954;DefaultEntity.216;Source1;1.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'DefaultEntity.216' ending transfer into station 'Source1.OutputBuffer'.
0.0292307541210954;DefaultEntity.216;Source1;1.OnEnteredOutputBuffer;[Assign] BeforeExitingAssignments;Assigning state variable 'DefaultEntity.216.Priority' the value '1'. Previous value was '1'.
0.0292307541210954;DefaultEntity.216;Source1;1.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'DefaultEntity.216' transferring from '[Station] Source1.OutputBuffer' into node 'Output@Source1'.
0.0292307541210954;DefaultEntity.216;Output@Source1;0.OnEnteredFromAssociatedObject;[Begin];Process 'Output@Source1.OnEnteredFromAssociatedObject' execution started.
0.0292307541210954;DefaultEntity.216;Output@Source1;0.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@Source1.Entered'.
0.0292307541210954;DefaultEntity.216;Output@Source1;0.OnEnteredFromAssociatedObject;[Execute] EnteredAddOnProcess;Executing process 'cambioImagen'.
0.0292307541210954;DefaultEntity.216;Model;2.cambioImagen;[Begin];Process 'cambioImagen' execution started.
0.0292307541210954;DefaultEntity.216;Model;2.cambioImagen;[Assign] Assign1;Assigning state variable 'DefaultEntity.216.Picture' the value '1'. Previous value was '0'.
0.0292307541210954;DefaultEntity.216;Model;2.cambioImagen;[End];Process 'cambioImagen' execution ended.
0.0292307541210954;DefaultEntity.216;Output@Source1;0.OnEnteredFromAssociatedObject;[Transfer] ToOutboundLink;Entity 'DefaultEntity.216' transferring from '[Node] Output@Source1' onto link 'Path23'.
0.0292307541210954;DefaultEntity.216;Path23;2.OnEntered;[Begin];Process 'Path23.OnEntered' execution started.
0.0292307541210954;DefaultEntity.216;Path23;2.OnEntered;[Assign] EntityMovementRate;Assigning state variable 'DefaultEntity.216.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0.0292307541210954;DefaultEntity.216;Path23;2.OnEntered;[EndTransfer] OntoPath;Entity 'DefaultEntity.216' ending transfer onto link 'Path23'.
0.0292307541210954;DefaultEntity.216;Path23;2.OnEntered;[End];Process 'Path23.OnEntered' execution ended.
0.0292307541210954;DefaultEntity.216;Source1;3.OnEnteredProcessing;[End];Process 'Source1.OnEnteredProcessing' execution ended.
0.0292307541210954;DefaultEntity.216;Source1;1.OnEnteredOutputBuffer;[End];Process 'Source1.OnEnteredOutputBuffer' execution ended.
0.0292307541210954;DefaultEntity.216;Output@Source1;0.OnEnteredFromAssociatedObject;[End];Process 'Output@Source1.OnEnteredFromAssociatedObject' execution ended.
0.0296618261607741;DefaultEntity.216;Output@Source1;0.OnExited;[Begin];Process 'Output@Source1.OnExited' execution started.
0.0296618261607741;DefaultEntity.216;Output@Source1;0.OnExited;[Fire] ExitedEvent;Firing event 'Output@Source1.Exited'.
0.0296618261607741;DefaultEntity.216;Output@Source1;0.OnExited;[End];Process 'Output@Source1.OnExited' execution ended.
0.0369854276291967;--;--;--;--;Firing event 'Source1.EntityArrivals.Event'.
0.0369854276291967;--;--;--;--;Time until next event of timer 'Source1.EntityArrivals' is '0.00119777487363398' Hours.
0.0369854276291967;Source1;Source1;0.OnEntityArrival;[Begin];Process 'Source1.OnEntityArrival' execution started.
0.0369854276291967;Source1;Source1;0.OnEntityArrival;[Create] Entities;Creating '1' new object(s) of entity type 'DefaultEntity'.
0.0369854276291967;Source1;Source1;0.OnEntityArrival;[Create] Entities;Created object 'DefaultEntity.217'.
0.0369854276291967;DefaultEntity.217;Source1;1.OnEntityArrival;[Transfer] ToProcessing;Entity 'DefaultEntity.217' transferring from '[FreeSpace] Source1' into station 'Source1.Processing'.
0.0369854276291967;Source1;Source1;0.OnEntityArrival;[End];Process 'Source1.OnEntityArrival' execution ended.
0.0369854276291967;DefaultEntity.217;Source1;3.OnEnteredProcessing;[Begin];Process 'Source1.OnEnteredProcessing' execution started.
0.0369854276291967;DefaultEntity.217;Source1;3.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'DefaultEntity.217' ending transfer into station 'Source1.Processing'.
0.0369854276291967;DefaultEntity.217;Source1;3.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'DefaultEntity.217' transferring from '[Station] Source1.Processing' into station 'Source1.OutputBuffer'.
0.0369854276291967;DefaultEntity.217;Source1;1.OnEntityArrival;[End];Process 'Source1.OnEntityArrival' execution ended.
0.0369854276291967;DefaultEntity.217;Source1;0.OnEnteredOutputBuffer;[Begin];Process 'Source1.OnEnteredOutputBuffer' execution started.
0.0369854276291967;DefaultEntity.217;Source1;0.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'DefaultEntity.217' ending transfer into station 'Source1.OutputBuffer'.
0.0369854276291967;DefaultEntity.217;Source1;0.OnEnteredOutputBuffer;[Assign] BeforeExitingAssignments;Assigning state variable 'DefaultEntity.217.Priority' the value '0'. Previous value was '1'.
0.0369854276291967;DefaultEntity.217;Source1;0.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'DefaultEntity.217' transferring from '[Station] Source1.OutputBuffer' into node 'Output@Source1'.
0.0369854276291967;DefaultEntity.217;Output@Source1;1.OnEnteredFromAssociatedObject;[Begin];Process 'Output@Source1.OnEnteredFromAssociatedObject' execution started.
0.0369854276291967;DefaultEntity.217;Output@Source1;1.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@Source1.Entered'.
0.0369854276291967;DefaultEntity.217;Output@Source1;1.OnEnteredFromAssociatedObject;[Execute] EnteredAddOnProcess;Executing process 'cambioImagen'.
0.0369854276291967;DefaultEntity.217;Model;2.cambioImagen;[Begin];Process 'cambioImagen' execution started.
